# r^2 r orientational_FE_correlation[r^2] orientational_AFE_correlation[r^2] orientational_count[r^2] T
65 8.062258 -0.058860 0.037339 768000 0
66 8.124038 -0.014688 -0.045488 768000 0
67 8.185353 0.086042 0.001313 192000 0
68 8.246211 0.136882 -0.060292 384000 0
69 8.306624 -0.066787 0.036108 768000 0
70 8.366600 -0.039565 -0.036896 384000 0
72 8.485281 0.141851 -0.041093 288000 0
73 8.544004 -0.063468 0.120617 384000 0
74 8.602325 -0.028093 -0.034786 960000 0
75 8.660254 0.146002 -0.019378 448000 0
76 8.717798 0.135101 -0.000456 192000 0
77 8.774964 -0.033974 0.031732 768000 0
78 8.831761 -0.047290 0.068634 384000 0
80 8.944272 0.145411 -0.052135 192000 0

# r^2 r orientational_FE_correlation[r^2] orientational_AFE_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 1.000000 8000 256
1 1.000000 0.012404 -0.118958 48000 256
2 1.414214 -0.002576 -0.040710 96000 256
3 1.732051 -0.007958 -0.015562 64000 256
4 2.000000 0.011528 -0.011855 48000 256
5 2.236068 0.000609 -0.010361 192000 256
6 2.449490 0.000862 -0.008080 192000 256
8 2.828427 -0.003965 -0.011402 96000 256
9 3.000000 -0.000097 -0.004128 240000 256
10 3.162278 -0.003461 0.001583 192000 256
11 3.316625 0.002759 -0.003652 192000 256
12 3.464102 -0.002633 -0.006981 64000 256
13 3.605551 -0.001594 -0.001844 192000 256
14 3.741657 -0.001549 -0.005268 384000 256
16 4.000000 0.000778 -0.000378 48000 256
17 4.123106 -0.000633 0.002892 384000 256
18 4.242641 -0.001413 -0.003442 288000 256
19 4.358899 0.002973 0.002322 192000 256
20 4.472136 0.003443 0.000275 192000 256
21 4.582576 -0.002051 0.003233 384000 256
22 4.690416 0.000294 -0.006744 192000 256
24 4.898979 0.001951 -0.001637 192000 256
25 5.000000 0.003645 0.002150 240000 256
26 5.099020 -0.000404 0.001903 576000 256
27 5.196152 0.000902 -0.000724 256000 256
29 5.385165 0.000757 -0.000937 576000 256
30 5.477226 -0.000841 -0.000918 384000 256
32 5.656854 0.002544 0.000615 96000 256
33 5.744563 -0.000086 0.000910 384000 256
34 5.830952 -0.001346 0.000172 384000 256
35 5.916080 0.000499 0.001561 384000 256
36 6.000000 0.002056 -0.000237 240000 256
37 6.082763 -0.001906 -0.002757 192000 256
38 6.164414 -0.000124 -0.000599 576000 256
40 6.324555 0.004170 -0.001358 192000 256
41 6.403124 0.000002 0.000592 768000 256
42 6.480741 0.000953 0.000032 384000 256
43 6.557439 0.000941 -0.001439 192000 256
44 6.633250 -0.000618 0.000934 192000 256
45 6.708204 0.001258 -0.001830 576000 256
46 6.782330 0.001375 0.001224 384000 256
48 6.928203 0.003514 0.003469 64000 256
49 7.000000 0.000104 0.002045 432000 256
50 7.071068 0.000549 -0.002696 672000 256
51 7.141428 -0.000646 -0.000232 384000 256
52 7.211103 -0.000197 0.000484 192000 256
53 7.280110 0.000073 -0.000490 576000 256
54 7.348469 -0.000673 0.000211 768000 256
56 7.483315 0.000677 -0.002377 384000 256
57 7.549834 0.003137 0.002478 384000 256
58 7.615773 0.002275 -0.001987 192000 256
59 7.681146 0.000951 0.000312 576000 256
61 7.810250 -0.000052 0.000519 576000 256
62 7.874008 -0.000613 -0.002363 768000 256
64 8.000000 0.002515 -0.003220 48000 256
65 8.062258 0.000581 0.000541 768000 256
66 8.124038 0.000057 0.000243 768000 256
67 8.185353 -0.002060 0.001033 192000 256
68 8.246211 -0.000275 -0.000069 384000 256
69 8.306624 0.000272 -0.002371 768000 256
70 8.366600 -0.000445 -0.000928 384000 256
72 8.485281 -0.000479 -0.004286 288000 256
73 8.544004 0.000764 0.001417 384000 256
74 8.602325 0.000177 0.000122 960000 256
75 8.660254 0.000477 0.000791 448000 256
76 8.717798 -0.002653 0.003694 192000 256
77 8.774964 0.000444 0.000235 768000 256
78 8.831761 -0.000027 0.000256 384000 256
80 8.944272 -0.000430 -0.001757 192000 256

# r^2 r orientational_FE_correlation[r^2] orientational_AFE_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 1.000000 8000 128
1 1.000000 0.038292 -0.239483 48000 128
2 1.414214 -0.018291 -0.048045 96000 128
3 1.732051 -0.013746 -0.012713 64000 128
4 2.000000 0.017868 -0.065354 48000 128
5 2.236068 -0.006648 -0.011272 192000 128
6 2.449490 -0.006158 -0.007877 192000 128
8 2.828427 -0.003613 -0.004478 96000 128
9 3.000000 -0.001914 -0.009364 240000 128
10 3.162278 0.000339 -0.001180 192000 128
11 3.316625 0.000811 0.000399 192000 128
12 3.464102 0.003483 0.007005 64000 128
13 3.605551 -0.001772 0.002166 192000 128
14 3.741657 -0.001743 -0.000033 384000 128
16 4.000000 0.006202 -0.009673 48000 128
17 4.123106 0.002638 0.000913 384000 128
18 4.242641 0.002381 -0.000293 288000 128
19 4.358899 0.000602 0.003069 192000 128
20 4.472136 -0.002175 -0.001006 192000 128
21 4.582576 0.001176 0.002278 384000 128
22 4.690416 0.003273 0.001720 192000 128
24 4.898979 -0.000017 0.004135 192000 128
25 5.000000 0.005151 -0.002926 240000 128
26 5.099020 -0.001053 0.002618 576000 128
27 5.196152 0.003247 -0.003237 256000 128
29 5.385165 0.001076 0.000908 576000 128
30 5.477226 -0.000463 0.001082 384000 128
32 5.656854 0.002901 -0.000636 96000 128
33 5.744563 0.001583 -0.001570 384000 128
34 5.830952 -0.000655 -0.004354 384000 128
35 5.916080 0.001623 0.004057 384000 128
36 6.000000 -0.000440 -0.001127 240000 128
37 6.082763 -0.002405 0.000723 192000 128
38 6.164414 0.002185 -0.000127 576000 128
40 6.324555 -0.001521 0.001108 192000 128
41 6.403124 0.000821 -0.000954 768000 128
42 6.480741 0.002350 0.000456 384000 128
43 6.557439 0.001886 -0.000766 192000 128
44 6.633250 -0.001135 0.001082 192000 128
45 6.708204 -0.000891 0.000875 576000 128
46 6.782330 -0.000324 0.000164 384000 128
48 6.928203 -0.001751 -0.000978 64000 128
49 7.000000 -0.000207 -0.000439 432000 128
50 7.071068 -0.000682 0.001569 672000 128
51 7.141428 0.002915 -0.000884 384000 128
52 7.211103 0.002114 -0.001924 192000 128
53 7.280110 -0.001734 -0.002087 576000 128
54 7.348469 -0.000366 -0.000510 768000 128
56 7.483315 -0.000797 0.001799 384000 128
57 7.549834 -0.000079 -0.001960 384000 128
58 7.615773 0.000629 0.001025 192000 128
59 7.681146 0.002668 0.000710 576000 128
61 7.810250 -0.002239 -0.000943 576000 128
62 7.874008 0.001129 0.000176 768000 128
64 8.000000 0.006254 0.003747 48000 128
65 8.062258 0.000923 -0.000132 768000 128
66 8.124038 -0.000081 0.000820 768000 128
67 8.185353 0.003563 0.002321 192000 128
68 8.246211 0.003533 0.000850 384000 128
69 8.306624 -0.000789 -0.002892 768000 128
70 8.366600 -0.002000 0.001994 384000 128
72 8.485281 -0.001251 0.000472 288000 128
73 8.544004 0.001515 -0.000265 384000 128
74 8.602325 -0.002033 -0.000151 960000 128
75 8.660254 -0.000201 -0.004194 448000 128
76 8.717798 0.001000 -0.003446 192000 128
77 8.774964 0.000471 0.000243 768000 128
78 8.831761 -0.003661 -0.001639 384000 128
80 8.944272 0.001379 -0.005483 192000 128

# r^2 r orientational_FE_correlation[r^2] orientational_AFE_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 1.000000 8000 384
1 1.000000 0.000195 -0.077385 48000 384
2 1.414214 -0.002792 -0.023580 96000 384
3 1.732051 -0.002420 -0.005913 64000 384
4 2.000000 0.005159 -0.013416 48000 384
5 2.236068 -0.003002 -0.011823 192000 384
6 2.449490 -0.003458 -0.006850 192000 384
8 2.828427 -0.004328 0.000651 96000 384
9 3.000000 0.001035 -0.001828 240000 384
10 3.162278 0.001331 0.000801 192000 384
11 3.316625 -0.002497 -0.000875 192000 384
12 3.464102 0.001663 -0.004320 64000 384
13 3.605551 0.003771 0.005560 192000 384
14 3.741657 0.001439 -0.000293 384000 384
16 4.000000 0.007689 0.004209 48000 384
17 4.123106 -0.000450 -0.000777 384000 384
18 4.242641 0.000456 -0.003481 288000 384
19 4.358899 0.004130 -0.000377 192000 384
20 4.472136 -0.001073 0.006868 192000 384
21 4.582576 0.000092 -0.000053 384000 384
22 4.690416 0.000371 -0.002520 192000 384
24 4.898979 0.002238 0.001006 192000 384
25 5.000000 0.000627 0.001097 240000 384
26 5.099020 -0.000906 0.001883 576000 384
27 5.196152 -0.000102 -0.001036 256000 384
29 5.385165 -0.001900 -0.001622 576000 384
30 5.477226 -0.000647 0.004349 384000 384
32 5.656854 0.001764 -0.000211 96000 384
33 5.744563 -0.000885 -0.000766 384000 384
34 5.830952 0.000419 -0.000971 384000 384
35 5.916080 0.000534 0.001543 384000 384
36 6.000000 0.000221 -0.001895 240000 384
37 6.082763 0.001624 0.003107 192000 384
38 6.164414 0.000939 0.000162 576000 384
40 6.324555 -0.000362 -0.000114 192000 384
41 6.403124 0.000155 0.001761 768000 384
42 6.480741 0.000166 -0.002315 384000 384
43 6.557439 -0.000142 0.002824 192000 384
44 6.633250 -0.001840 -0.000556 192000 384
45 6.708204 -0.001138 -0.002959 576000 384
46 6.782330 0.001440 0.000567 384000 384
48 6.928203 0.001385 -0.002624 64000 384
49 7.000000 -0.000117 -0.000297 432000 384
50 7.071068 -0.000271 0.000876 672000 384
51 7.141428 0.000125 -0.001531 384000 384
52 7.211103 0.002278 -0.002482 192000 384
53 7.280110 0.000523 -0.000300 576000 384
54 7.348469 0.000345 0.000832 768000 384
56 7.483315 0.001576 0.001453 384000 384
57 7.549834 -0.003045 0.003522 384000 384
58 7.615773 -0.001790 -0.005112 192000 384
59 7.681146 0.000304 0.000607 576000 384
61 7.810250 0.000574 -0.001610 576000 384
62 7.874008 -0.000544 -0.000493 768000 384
64 8.000000 -0.003306 0.000081 48000 384
65 8.062258 -0.001290 0.001595 768000 384
66 8.124038 -0.002203 0.000938 768000 384
67 8.185353 0.000138 -0.001821 192000 384
68 8.246211 -0.000289 0.000198 384000 384
69 8.306624 0.001328 -0.002190 768000 384
70 8.366600 0.000375 -0.002815 384000 384
72 8.485281 -0.000912 0.000614 288000 384
73 8.544004 -0.001758 -0.002981 384000 384
74 8.602325 0.000819 0.002255 960000 384
75 8.660254 0.003985 -0.003410 448000 384
76 8.717798 -0.000087 -0.001803 192000 384
77 8.774964 -0.001253 0.000457 768000 384
78 8.831761 -0.000294 -0.000127 384000 384
80 8.944272 -0.000802 0.001600 192000 384

# r^2 r orientational_FE_correlation[r^2] orientational_AFE_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 1.000000 8000 64
1 1.000000 0.066895 -0.402791 48000 64
2 1.414214 -0.051020 -0.030508 96000 64
3 1.732051 -0.003615 -0.014342 64000 64
4 2.000000 0.068897 -0.162410 48000 64
5 2.236068 -0.025935 -0.003790 192000 64
6 2.449490 -0.011690 -0.008553 192000 64
8 2.828427 -0.007974 -0.010201 96000 64
9 3.000000 0.000731 -0.021885 240000 64
10 3.162278 -0.005212 0.018886 192000 64
11 3.316625 0.008214 0.012313 192000 64
12 3.464102 -0.002773 0.000707 64000 64
13 3.605551 0.003259 0.005397 192000 64
14 3.741657 0.004911 0.006132 384000 64
16 4.000000 0.028203 -0.052989 48000 64
17 4.123106 -0.001266 0.005666 384000 64
18 4.242641 0.001787 -0.000518 288000 64
19 4.358899 0.004839 -0.000764 192000 64
20 4.472136 -0.003698 -0.001553 192000 64
21 4.582576 -0.002525 0.000914 384000 64
22 4.690416 0.001456 -0.000836 192000 64
24 4.898979 -0.000660 -0.000037 192000 64
25 5.000000 0.006258 -0.008968 240000 64
26 5.099020 -0.001552 0.000976 576000 64
27 5.196152 -0.000543 -0.003302 256000 64
29 5.385165 -0.000070 -0.002089 576000 64
30 5.477226 -0.002625 0.001107 384000 64
32 5.656854 -0.000257 0.004961 96000 64
33 5.744563 -0.002093 -0.001202 384000 64
34 5.830952 0.000530 -0.001240 384000 64
35 5.916080 -0.000618 -0.000510 384000 64
36 6.000000 0.000143 -0.002370 240000 64
37 6.082763 -0.005534 0.002594 192000 64
38 6.164414 0.001305 -0.000376 576000 64
40 6.324555 -0.001525 -0.000588 192000 64
41 6.403124 0.001713 0.000813 768000 64
42 6.480741 -0.002130 -0.000578 384000 64
43 6.557439 -0.002137 0.002980 192000 64
44 6.633250 0.004039 -0.004495 192000 64
45 6.708204 -0.001014 0.001309 576000 64
46 6.782330 0.000141 0.003090 384000 64
48 6.928203 0.001037 -0.008559 64000 64
49 7.000000 0.003343 -0.002817 432000 64
50 7.071068 0.000469 0.001390 672000 64
51 7.141428 0.000491 -0.003618 384000 64
52 7.211103 0.004777 0.000414 192000 64
53 7.280110 0.000228 0.001702 576000 64
54 7.348469 -0.003373 -0.000431 768000 64
56 7.483315 -0.001096 -0.001417 384000 64
57 7.549834 -0.001465 -0.006405 384000 64
58 7.615773 0.002214 0.002008 192000 64
59 7.681146 -0.001104 0.002617 576000 64
61 7.810250 0.000549 0.000012 576000 64
62 7.874008 0.000356 -0.001372 768000 64
64 8.000000 0.002881 -0.006120 48000 64
65 8.062258 0.000518 0.002182 768000 64
66 8.124038 0.000168 -0.000308 768000 64
67 8.185353 0.001242 0.004389 192000 64
68 8.246211 0.001495 0.001334 384000 64
69 8.306624 0.000091 -0.000082 768000 64
70 8.366600 0.002072 0.001324 384000 64
72 8.485281 0.002445 -0.002338 288000 64
73 8.544004 -0.002330 -0.002664 384000 64
74 8.602325 0.000117 0.001644 960000 64
75 8.660254 0.000419 -0.001832 448000 64
76 8.717798 -0.004836 -0.002890 192000 64
77 8.774964 0.000965 0.000420 768000 64
78 8.831761 -0.001983 -0.001953 384000 64
80 8.944272 0.000452 -0.000864 192000 64

