LOCAL ORDER: 
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
13 3.605551 -0.001526 288000 736
14 3.741657 -0.003320 576000 736
16 4.000000 -0.002608 72000 736
17 4.123106 -0.001122 576000 736
18 4.242641 0.000016 432000 736
19 4.358899 -0.003590 288000 736
20 4.472136 -0.000170 288000 736
21 4.582576 0.000800 576000 736
22 4.690416 -0.002482 288000 736
24 4.898979 0.000661 288000 736
25 5.000000 0.000325 360000 736
26 5.099020 -0.000061 864000 736
27 5.196152 -0.000508 384000 736
29 5.385165 0.000806 864000 736
30 5.477226 -0.000011 576000 736
32 5.656854 0.005974 144000 736
33 5.744563 0.002025 576000 736
34 5.830952 0.000312 576000 736
35 5.916080 0.001582 576000 736
36 6.000000 0.001803 360000 736
37 6.082763 0.002443 288000 736
38 6.164414 0.001220 864000 736
40 6.324555 0.002219 288000 736
41 6.403124 0.000239 1152000 736
42 6.480741 -0.000225 576000 736
43 6.557439 0.001583 288000 736
44 6.633250 0.000812 288000 736
45 6.708204 0.000620 864000 736
46 6.782330 0.000768 576000 736
48 6.928203 -0.000967 96000 736
49 7.000000 -0.001074 648000 736
50 7.071068 0.000350 1008000 736
51 7.141428 -0.000664 576000 736
52 7.211103 0.002497 288000 736
53 7.280110 0.002121 864000 736
54 7.348469 -0.000192 1152000 736
56 7.483315 -0.000162 576000 736
57 7.549834 0.000312 576000 736
58 7.615773 -0.003131 288000 736
59 7.681146 0.000704 864000 736
61 7.810250 -0.000473 864000 736
62 7.874008 -0.001049 1152000 736
64 8.000000 0.000010 72000 736
65 8.062258 -0.001493 1152000 736
66 8.124038 0.000663 1152000 736
67 8.185353 -0.001001 288000 736
68 8.246211 0.002732 576000 736
69 8.306624 -0.000768 1152000 736
70 8.366600 0.000810 576000 736
72 8.485281 0.001044 432000 736
73 8.544004 0.000259 576000 736
74 8.602325 0.000439 1440000 736
75 8.660254 0.000479 672000 736
76 8.717798 -0.002149 288000 736
77 8.774964 0.001047 1152000 736
78 8.831761 -0.000258 576000 736
80 8.944272 0.000639 288000 736

Moves: 29000 CageStrain: 1.000000 T: 736 Landau: 0.000008
CageStrain: 1.000000 T: 480 DMAX: 10.232543 new_DMAX: 9.036853 variance: 11.490002 mean: -0.250554
CageStrain: 1.000000 T: 480 DMAX: 9.036853 new_DMAX: 9.036853 variance: 11.490002 mean: -0.250554
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 480
1 1.000000 0.265019 72000 480
2 1.414214 0.132100 144000 480
3 1.732051 0.082035 96000 480
4 2.000000 0.084229 72000 480
5 2.236068 0.054489 288000 480
6 2.449490 0.039598 288000 480
8 2.828427 0.027223 144000 480
9 3.000000 0.021474 360000 480
10 3.162278 0.017436 288000 480
11 3.316625 0.012491 288000 480
12 3.464102 0.010890 96000 480
13 3.605551 0.010727 288000 480
14 3.741657 0.006615 576000 480
16 4.000000 0.010767 72000 480
17 4.123106 0.006942 576000 480
18 4.242641 0.004193 432000 480
19 4.358899 0.002516 288000 480
20 4.472136 0.003172 288000 480
21 4.582576 0.001612 576000 480
22 4.690416 0.003802 288000 480
24 4.898979 0.001317 288000 480
25 5.000000 -0.000350 360000 480
26 5.099020 0.001739 864000 480
27 5.196152 0.001734 384000 480
29 5.385165 0.000075 864000 480
30 5.477226 -0.000651 576000 480
32 5.656854 -0.000778 144000 480
33 5.744563 -0.000351 576000 480
34 5.830952 -0.001443 576000 480
35 5.916080 -0.001526 576000 480
36 6.000000 -0.002094 360000 480
37 6.082763 0.000512 288000 480
38 6.164414 -0.000375 864000 480
40 6.324555 0.001416 288000 480
41 6.403124 -0.001239 1152000 480
42 6.480741 -0.000380 576000 480
43 6.557439 -0.001685 288000 480
44 6.633250 0.000285 288000 480
45 6.708204 -0.002768 864000 480
46 6.782330 0.000432 576000 480
48 6.928203 -0.002428 96000 480
49 7.000000 0.000848 648000 480
50 7.071068 -0.001178 1008000 480
51 7.141428 -0.000713 576000 480
52 7.211103 0.000586 288000 480
53 7.280110 0.000461 864000 480
54 7.348469 -0.001708 1152000 480
56 7.483315 -0.000831 576000 480
57 7.549834 -0.002177 576000 480
58 7.615773 -0.000324 288000 480
59 7.681146 -0.001006 864000 480
61 7.810250 -0.001150 864000 480
62 7.874008 -0.000370 1152000 480
64 8.000000 -0.003712 72000 480
65 8.062258 -0.001100 1152000 480
66 8.124038 -0.000579 1152000 480
67 8.185353 0.000601 288000 480
68 8.246211 -0.001451 576000 480
69 8.306624 -0.000958 1152000 480
70 8.366600 -0.000547 576000 480
72 8.485281 -0.001232 432000 480
73 8.544004 0.001609 576000 480
74 8.602325 -0.000809 1440000 480
75 8.660254 -0.001617 672000 480
76 8.717798 -0.002255 288000 480
77 8.774964 -0.001008 1152000 480
78 8.831761 -0.001622 576000 480
80 8.944272 0.000992 288000 480

Moves: 30000 CageStrain: 1.000000 T: 480 Landau: 0.000627
CageStrain: 1.000000 T: 992 DMAX: 9.036853 new_DMAX: 11.262064 variance: 9.061837 mean: 0.405106
CageStrain: 1.000000 T: 992 DMAX: 11.262064 new_DMAX: 11.262064 variance: 9.061837 mean: 0.405106
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 992
1 1.000000 0.107993 72000 992
2 1.414214 0.026131 144000 992
3 1.732051 0.010073 96000 992
4 2.000000 0.013875 72000 992
5 2.236068 0.005393 288000 992
6 2.449490 0.001615 288000 992
8 2.828427 -0.000376 144000 992
9 3.000000 0.000496 360000 992
10 3.162278 -0.000058 288000 992
11 3.316625 0.002778 288000 992
12 3.464102 0.000618 96000 992
13 3.605551 0.000690 288000 992
14 3.741657 0.001133 576000 992
16 4.000000 0.000158 72000 992
17 4.123106 0.001057 576000 992
18 4.242641 -0.000772 432000 992
19 4.358899 0.001381 288000 992
20 4.472136 0.000110 288000 992
21 4.582576 0.001071 576000 992
22 4.690416 0.002708 288000 992
24 4.898979 -0.000718 288000 992
25 5.000000 -0.001141 360000 992
26 5.099020 -0.000273 864000 992
27 5.196152 -0.000538 384000 992
29 5.385165 0.000463 864000 992
30 5.477226 -0.000285 576000 992
32 5.656854 -0.001782 144000 992
33 5.744563 0.000142 576000 992
34 5.830952 0.002287 576000 992
35 5.916080 0.000824 576000 992
36 6.000000 0.001389 360000 992
37 6.082763 -0.001005 288000 992
38 6.164414 -0.000579 864000 992
40 6.324555 -0.000371 288000 992
41 6.403124 0.001251 1152000 992
42 6.480741 0.001013 576000 992
43 6.557439 0.006744 288000 992
44 6.633250 0.001162 288000 992
45 6.708204 0.000002 864000 992
46 6.782330 -0.002352 576000 992
48 6.928203 -0.002409 96000 992
49 7.000000 -0.001368 648000 992
50 7.071068 0.001336 1008000 992
51 7.141428 -0.001774 576000 992
52 7.211103 -0.001928 288000 992
53 7.280110 0.001067 864000 992
54 7.348469 0.001218 1152000 992
56 7.483315 0.000444 576000 992
57 7.549834 0.000640 576000 992
58 7.615773 -0.000281 288000 992
59 7.681146 -0.000612 864000 992
61 7.810250 0.000346 864000 992
62 7.874008 -0.000013 1152000 992
64 8.000000 0.000243 72000 992
65 8.062258 -0.000156 1152000 992
66 8.124038 0.000322 1152000 992
67 8.185353 -0.001403 288000 992
68 8.246211 0.000386 576000 992
69 8.306624 -0.000432 1152000 992
70 8.366600 0.000579 576000 992
72 8.485281 -0.000575 432000 992
73 8.544004 -0.000421 576000 992
74 8.602325 -0.000599 1440000 992
75 8.660254 -0.000674 672000 992
76 8.717798 -0.000019 288000 992
77 8.774964 -0.000557 1152000 992
78 8.831761 0.000022 576000 992
80 8.944272 -0.001460 288000 992

Moves: 31000 CageStrain: 1.000000 T: 992 Landau: 0.000055
CageStrain: 1.000000 T: 16 DMAX: 11.262064 new_DMAX: 20.205702 variance: 78.843636 mean: -3.366431
CageStrain: 1.000000 T: 16 DMAX: 20.205702 new_DMAX: 20.205702 variance: 78.843636 mean: -3.366431
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 16
1 1.000000 0.909350 72000 16
2 1.414214 0.843606 144000 16
3 1.732051 0.786525 96000 16
4 2.000000 0.741211 72000 16
5 2.236068 0.693272 288000 16
6 2.449490 0.649780 288000 16
8 2.828427 0.576074 144000 16
9 3.000000 0.542847 360000 16
10 3.162278 0.514700 288000 16
11 3.316625 0.484732 288000 16
12 3.464102 0.455191 96000 16
13 3.605551 0.432594 288000 16
14 3.741657 0.408566 576000 16
16 4.000000 0.371105 72000 16
17 4.123106 0.348827 576000 16
18 4.242641 0.331404 432000 16
19 4.358899 0.312719 288000 16
20 4.472136 0.298831 288000 16
21 4.582576 0.283602 576000 16
22 4.690416 0.268233 288000 16
24 4.898979 0.243890 288000 16
25 5.000000 0.233286 360000 16
26 5.099020 0.222782 864000 16
27 5.196152 0.213852 384000 16
29 5.385165 0.193736 864000 16
30 5.477226 0.186558 576000 16
32 5.656854 0.168582 144000 16
33 5.744563 0.162605 576000 16
34 5.830952 0.156288 576000 16
35 5.916080 0.150138 576000 16
36 6.000000 0.144673 360000 16
37 6.082763 0.142876 288000 16
38 6.164414 0.134917 864000 16
40 6.324555 0.127113 288000 16
41 6.403124 0.120982 1152000 16
42 6.480741 0.114852 576000 16
43 6.557439 0.112517 288000 16
44 6.633250 0.110416 288000 16
45 6.708204 0.105325 864000 16
46 6.782330 0.103185 576000 16
48 6.928203 0.097399 96000 16
49 7.000000 0.095088 648000 16
50 7.071068 0.092472 1008000 16
51 7.141428 0.089981 576000 16
52 7.211103 0.086196 288000 16
53 7.280110 0.085591 864000 16
54 7.348469 0.084420 1152000 16
56 7.483315 0.079273 576000 16
57 7.549834 0.079768 576000 16
58 7.615773 0.078610 288000 16
59 7.681146 0.076438 864000 16
61 7.810250 0.071934 864000 16
62 7.874008 0.071103 1152000 16
64 8.000000 0.071954 72000 16
65 8.062258 0.068322 1152000 16
66 8.124038 0.068585 1152000 16
67 8.185353 0.067595 288000 16
68 8.246211 0.067568 576000 16
69 8.306624 0.066536 1152000 16
70 8.366600 0.063716 576000 16
72 8.485281 0.063682 432000 16
73 8.544004 0.062258 576000 16
74 8.602325 0.062604 1440000 16
75 8.660254 0.060230 672000 16
76 8.717798 0.058025 288000 16
77 8.774964 0.061470 1152000 16
78 8.831761 0.058205 576000 16
80 8.944272 0.061124 288000 16

Moves: 32000 CageStrain: 1.000000 T: 16 Landau: 0.061750
CageStrain: 1.000000 T: 528 DMAX: 20.205702 new_DMAX: 7.646463 variance: 7.463546 mean: -0.168437
CageStrain: 1.000000 T: 528 DMAX: 7.646463 new_DMAX: 7.646463 variance: 7.463546 mean: -0.168437
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 528
1 1.000000 0.227151 72000 528
2 1.414214 0.097829 144000 528
3 1.732051 0.055408 96000 528
4 2.000000 0.065692 72000 528
5 2.236068 0.039478 288000 528
6 2.449490 0.023954 288000 528
8 2.828427 0.016019 144000 528
9 3.000000 0.014458 360000 528
10 3.162278 0.015898 288000 528
11 3.316625 0.009940 288000 528
12 3.464102 0.006889 96000 528
13 3.605551 0.008744 288000 528
14 3.741657 0.006839 576000 528
16 4.000000 0.013607 72000 528
17 4.123106 0.005686 576000 528
18 4.242641 0.003487 432000 528
19 4.358899 0.000050 288000 528
20 4.472136 0.005033 288000 528
21 4.582576 0.002647 576000 528
22 4.690416 0.003668 288000 528
24 4.898979 0.000841 288000 528
25 5.000000 0.004305 360000 528
26 5.099020 0.000423 864000 528
27 5.196152 0.001963 384000 528
29 5.385165 0.002008 864000 528
30 5.477226 0.000705 576000 528
32 5.656854 0.000441 144000 528
33 5.744563 0.000764 576000 528
34 5.830952 0.002510 576000 528
35 5.916080 -0.000488 576000 528
36 6.000000 0.000741 360000 528
37 6.082763 -0.000327 288000 528
38 6.164414 -0.000482 864000 528
40 6.324555 -0.000864 288000 528
41 6.403124 0.000398 1152000 528
42 6.480741 -0.001222 576000 528
43 6.557439 0.000820 288000 528
44 6.633250 0.000346 288000 528
45 6.708204 -0.000468 864000 528
46 6.782330 -0.000048 576000 528
48 6.928203 -0.001135 96000 528
49 7.000000 -0.000810 648000 528
50 7.071068 -0.001252 1008000 528
51 7.141428 -0.001219 576000 528
52 7.211103 0.000107 288000 528
53 7.280110 -0.000766 864000 528
54 7.348469 -0.000131 1152000 528
56 7.483315 -0.000286 576000 528
57 7.549834 -0.001395 576000 528
58 7.615773 0.000472 288000 528
59 7.681146 -0.000595 864000 528
61 7.810250 0.000060 864000 528
62 7.874008 -0.000713 1152000 528
64 8.000000 -0.003632 72000 528
65 8.062258 -0.000400 1152000 528
66 8.124038 -0.002130 1152000 528
67 8.185353 0.001703 288000 528
68 8.246211 -0.000838 576000 528
69 8.306624 -0.000636 1152000 528
70 8.366600 -0.000157 576000 528
72 8.485281 -0.001465 432000 528
73 8.544004 0.000405 576000 528
74 8.602325 0.000539 1440000 528
75 8.660254 -0.000140 672000 528
76 8.717798 -0.000368 288000 528
77 8.774964 -0.001767 1152000 528
78 8.831761 -0.001812 576000 528
80 8.944272 -0.001046 288000 528

Moves: 33000 CageStrain: 1.000000 T: 528 Landau: 0.001443
CageStrain: 1.000000 T: 272 DMAX: 7.646463 new_DMAX: 10.245809 variance: 15.026351 mean: -0.108158
CageStrain: 1.000000 T: 272 DMAX: 10.245809 new_DMAX: 10.245809 variance: 15.026351 mean: -0.108158
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 272
1 1.000000 0.643373 72000 272
2 1.414214 0.572060 144000 272
3 1.732051 0.542451 96000 272
4 2.000000 0.534900 72000 272
5 2.236068 0.514037 288000 272
6 2.449490 0.499445 288000 272
8 2.828427 0.481066 144000 272
9 3.000000 0.475196 360000 272
10 3.162278 0.470545 288000 272
11 3.316625 0.461972 288000 272
12 3.464102 0.454418 96000 272
13 3.605551 0.449999 288000 272
14 3.741657 0.444479 576000 272
16 4.000000 0.444010 72000 272
17 4.123106 0.433492 576000 272
18 4.242641 0.428538 432000 272
19 4.358899 0.422361 288000 272
20 4.472136 0.419633 288000 272
21 4.582576 0.416665 576000 272
22 4.690416 0.411650 288000 272
24 4.898979 0.405184 288000 272
25 5.000000 0.403269 360000 272
26 5.099020 0.401392 864000 272
27 5.196152 0.400592 384000 272
29 5.385165 0.390234 864000 272
30 5.477226 0.389801 576000 272
32 5.656854 0.379663 144000 272
33 5.744563 0.378802 576000 272
34 5.830952 0.375349 576000 272
35 5.916080 0.373880 576000 272
36 6.000000 0.372833 360000 272
37 6.082763 0.380135 288000 272
38 6.164414 0.369059 864000 272
40 6.324555 0.369369 288000 272
41 6.403124 0.360954 1152000 272
42 6.480741 0.355596 576000 272
43 6.557439 0.350934 288000 272
44 6.633250 0.355989 288000 272
45 6.708204 0.350042 864000 272
46 6.782330 0.351414 576000 272
48 6.928203 0.335553 96000 272
49 7.000000 0.345366 648000 272
50 7.071068 0.340889 1008000 272
51 7.141428 0.344988 576000 272
52 7.211103 0.337709 288000 272
53 7.280110 0.338515 864000 272
54 7.348469 0.337614 1152000 272
56 7.483315 0.327569 576000 272
57 7.549834 0.327103 576000 272
58 7.615773 0.333165 288000 272
59 7.681146 0.326504 864000 272
61 7.810250 0.317995 864000 272
62 7.874008 0.321013 1152000 272
64 8.000000 0.338336 72000 272
65 8.062258 0.319690 1152000 272
66 8.124038 0.317426 1152000 272
67 8.185353 0.313348 288000 272
68 8.246211 0.314999 576000 272
69 8.306624 0.317672 1152000 272
70 8.366600 0.300417 576000 272
72 8.485281 0.314160 432000 272
73 8.544004 0.309085 576000 272
74 8.602325 0.305967 1440000 272
75 8.660254 0.299720 672000 272
76 8.717798 0.293981 288000 272
77 8.774964 0.296972 1152000 272
78 8.831761 0.294429 576000 272
80 8.944272 0.302122 288000 272

Moves: 34000 CageStrain: 1.000000 T: 272 Landau: 0.259720
CageStrain: 1.000000 T: 784 DMAX: 10.245809 new_DMAX: 11.193608 variance: 12.614470 mean: -0.612155
CageStrain: 1.000000 T: 784 DMAX: 11.193608 new_DMAX: 11.193608 variance: 12.614470 mean: -0.612155
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 784
1 1.000000 0.138855 72000 784
2 1.414214 0.036578 144000 784
3 1.732051 0.014295 96000 784
4 2.000000 0.023776 72000 784
5 2.236068 0.008781 288000 784
6 2.449490 0.005431 288000 784
8 2.828427 0.000408 144000 784
9 3.000000 0.000626 360000 784
10 3.162278 -0.001230 288000 784
11 3.316625 0.000758 288000 784
12 3.464102 -0.002418 96000 784
13 3.605551 -0.005002 288000 784
14 3.741657 0.000490 576000 784
16 4.000000 -0.001263 72000 784
17 4.123106 0.000077 576000 784
18 4.242641 -0.000559 432000 784
19 4.358899 0.003051 288000 784
20 4.472136 -0.002053 288000 784
21 4.582576 -0.000150 576000 784
22 4.690416 0.002498 288000 784
24 4.898979 -0.000543 288000 784
25 5.000000 0.001340 360000 784
26 5.099020 0.001848 864000 784
27 5.196152 -0.000610 384000 784
29 5.385165 0.001334 864000 784
30 5.477226 -0.000019 576000 784
32 5.656854 0.002770 144000 784
33 5.744563 0.002575 576000 784
34 5.830952 0.000606 576000 784
35 5.916080 0.000047 576000 784
36 6.000000 0.002896 360000 784
37 6.082763 0.000320 288000 784
38 6.164414 0.000133 864000 784
40 6.324555 0.000508 288000 784
41 6.403124 0.000615 1152000 784
42 6.480741 -0.000316 576000 784
43 6.557439 0.002677 288000 784
44 6.633250 0.000980 288000 784
45 6.708204 -0.000538 864000 784
46 6.782330 -0.001780 576000 784
48 6.928203 0.000524 96000 784
49 7.000000 0.000820 648000 784
50 7.071068 0.001050 1008000 784
51 7.141428 -0.000086 576000 784
52 7.211103 0.000542 288000 784
53 7.280110 0.000499 864000 784
54 7.348469 -0.001243 1152000 784
56 7.483315 0.001278 576000 784
57 7.549834 0.000110 576000 784
58 7.615773 -0.000227 288000 784
59 7.681146 0.000966 864000 784
61 7.810250 0.001553 864000 784
62 7.874008 0.000079 1152000 784
64 8.000000 -0.004261 72000 784
65 8.062258 -0.000632 1152000 784
66 8.124038 -0.001379 1152000 784
67 8.185353 -0.000984 288000 784
68 8.246211 -0.001482 576000 784
69 8.306624 -0.000328 1152000 784
70 8.366600 -0.000193 576000 784
72 8.485281 -0.000505 432000 784
73 8.544004 -0.001925 576000 784
74 8.602325 0.000259 1440000 784
75 8.660254 -0.000066 672000 784
76 8.717798 0.000482 288000 784
77 8.774964 -0.000187 1152000 784
78 8.831761 0.001871 576000 784
80 8.944272 -0.001817 288000 784

Moves: 35000 CageStrain: 1.000000 T: 784 Landau: 0.000522
CageStrain: 1.000000 T: 144 DMAX: 11.193608 new_DMAX: 12.814945 variance: 40.571842 mean: -0.542409
CageStrain: 1.000000 T: 144 DMAX: 12.814945 new_DMAX: 12.814945 variance: 40.571842 mean: -0.542409
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 144
1 1.000000 0.800917 72000 144
2 1.414214 0.745869 144000 144
3 1.732051 0.711680 96000 144
4 2.000000 0.691498 72000 144
5 2.236068 0.664414 288000 144
6 2.449490 0.641224 288000 144
8 2.828427 0.601165 144000 144
9 3.000000 0.583834 360000 144
10 3.162278 0.568225 288000 144
11 3.316625 0.550804 288000 144
12 3.464102 0.531848 96000 144
13 3.605551 0.517392 288000 144
14 3.741657 0.502318 576000 144
16 4.000000 0.480236 72000 144
17 4.123106 0.462275 576000 144
18 4.242641 0.450460 432000 144
19 4.358899 0.434085 288000 144
20 4.472136 0.424732 288000 144
21 4.582576 0.412330 576000 144
22 4.690416 0.396262 288000 144
24 4.898979 0.376024 288000 144
25 5.000000 0.367907 360000 144
26 5.099020 0.358116 864000 144
27 5.196152 0.350268 384000 144
29 5.385165 0.325631 864000 144
30 5.477226 0.320984 576000 144
32 5.656854 0.297069 144000 144
33 5.744563 0.289187 576000 144
34 5.830952 0.279079 576000 144
35 5.916080 0.272952 576000 144
36 6.000000 0.263859 360000 144
37 6.082763 0.271066 288000 144
38 6.164414 0.251532 864000 144
40 6.324555 0.243946 288000 144
41 6.403124 0.228633 1152000 144
42 6.480741 0.216124 576000 144
43 6.557439 0.206970 288000 144
44 6.633250 0.211821 288000 144
45 6.708204 0.196868 864000 144
46 6.782330 0.196482 576000 144
48 6.928203 0.168732 96000 144
49 7.000000 0.177880 648000 144
50 7.071068 0.168283 1008000 144
51 7.141428 0.169801 576000 144
52 7.211103 0.155603 288000 144
53 7.280110 0.155416 864000 144
54 7.348469 0.150756 1152000 144
56 7.483315 0.130669 576000 144
57 7.549834 0.129019 576000 144
58 7.615773 0.136225 288000 144
59 7.681146 0.122416 864000 144
61 7.810250 0.102944 864000 144
62 7.874008 0.105684 1152000 144
64 8.000000 0.133025 72000 144
65 8.062258 0.097637 1152000 144
66 8.124038 0.093635 1152000 144
67 8.185353 0.085355 288000 144
68 8.246211 0.088033 576000 144
69 8.306624 0.089593 1152000 144
70 8.366600 0.059599 576000 144
72 8.485281 0.076812 432000 144
73 8.544004 0.067365 576000 144
74 8.602325 0.062863 1440000 144
75 8.660254 0.047522 672000 144
76 8.717798 0.039160 288000 144
77 8.774964 0.046338 1152000 144
78 8.831761 0.037384 576000 144
80 8.944272 0.050280 288000 144

Moves: 36000 CageStrain: 1.000000 T: 144 Landau: 0.042096
CageStrain: 1.000000 T: 656 DMAX: 12.814945 new_DMAX: 7.591178 variance: 7.074560 mean: -0.682436
CageStrain: 1.000000 T: 656 DMAX: 7.591178 new_DMAX: 7.591178 variance: 7.074560 mean: -0.682436
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 656
1 1.000000 0.173206 72000 656
2 1.414214 0.058666 144000 656
3 1.732051 0.022848 96000 656
4 2.000000 0.031855 72000 656
5 2.236068 0.010147 288000 656
6 2.449490 0.004184 288000 656
8 2.828427 0.000863 144000 656
9 3.000000 0.001611 360000 656
10 3.162278 0.002295 288000 656
11 3.316625 -0.000881 288000 656
12 3.464102 0.000539 96000 656
13 3.605551 -0.001887 288000 656
14 3.741657 -0.000948 576000 656
16 4.000000 -0.000239 72000 656
17 4.123106 -0.000407 576000 656
18 4.242641 -0.001093 432000 656
19 4.358899 -0.002184 288000 656
20 4.472136 -0.000816 288000 656
21 4.582576 -0.000316 576000 656
22 4.690416 -0.000407 288000 656
24 4.898979 -0.000854 288000 656
25 5.000000 -0.002778 360000 656
26 5.099020 0.000636 864000 656
27 5.196152 -0.000999 384000 656
29 5.385165 0.000716 864000 656
30 5.477226 0.000209 576000 656
32 5.656854 -0.002550 144000 656
33 5.744563 0.000631 576000 656
34 5.830952 -0.000959 576000 656
35 5.916080 -0.001534 576000 656
36 6.000000 0.000484 360000 656
37 6.082763 0.002107 288000 656
38 6.164414 0.001400 864000 656
40 6.324555 -0.001604 288000 656
41 6.403124 -0.000171 1152000 656
42 6.480741 -0.001265 576000 656
43 6.557439 -0.000332 288000 656
44 6.633250 -0.001904 288000 656
45 6.708204 0.001071 864000 656
46 6.782330 0.000765 576000 656
48 6.928203 0.001132 96000 656
49 7.000000 -0.000712 648000 656
50 7.071068 0.000682 1008000 656
51 7.141428 -0.000906 576000 656
52 7.211103 -0.001527 288000 656
53 7.280110 -0.000385 864000 656
54 7.348469 -0.001587 1152000 656
56 7.483315 0.000053 576000 656
57 7.549834 -0.001785 576000 656
58 7.615773 -0.000293 288000 656
59 7.681146 -0.000193 864000 656
61 7.810250 -0.000408 864000 656
62 7.874008 -0.001208 1152000 656
64 8.000000 -0.002869 72000 656
65 8.062258 -0.000012 1152000 656
66 8.124038 -0.001219 1152000 656
67 8.185353 -0.001006 288000 656
68 8.246211 0.000021 576000 656
69 8.306624 -0.001038 1152000 656
70 8.366600 0.001431 576000 656
72 8.485281 0.000104 432000 656
73 8.544004 0.001115 576000 656
74 8.602325 -0.000515 1440000 656
75 8.660254 -0.000878 672000 656
76 8.717798 0.000544 288000 656
77 8.774964 -0.001623 1152000 656
78 8.831761 -0.000274 576000 656
80 8.944272 -0.000370 288000 656

Moves: 37000 CageStrain: 1.000000 T: 656 Landau: 0.000287
CageStrain: 1.000000 T: 400 DMAX: 7.591178 new_DMAX: 12.753913 variance: 17.628017 mean: -1.752461
CageStrain: 1.000000 T: 400 DMAX: 12.753913 new_DMAX: 12.753913 variance: 17.628017 mean: -1.752461
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 400
1 1.000000 0.368744 72000 400
2 1.414214 0.240443 144000 400
3 1.732051 0.188282 96000 400
4 2.000000 0.185889 72000 400
5 2.236068 0.149091 288000 400
6 2.449490 0.127726 288000 400
8 2.828427 0.104763 144000 400
9 3.000000 0.094851 360000 400
10 3.162278 0.091895 288000 400
11 3.316625 0.083153 288000 400
12 3.464102 0.069402 96000 400
13 3.605551 0.071423 288000 400
14 3.741657 0.065090 576000 400
16 4.000000 0.069505 72000 400
17 4.123106 0.055508 576000 400
18 4.242641 0.054446 432000 400
19 4.358899 0.046756 288000 400
20 4.472136 0.047218 288000 400
21 4.582576 0.044657 576000 400
22 4.690416 0.035987 288000 400
24 4.898979 0.034408 288000 400
25 5.000000 0.035884 360000 400
26 5.099020 0.035927 864000 400
27 5.196152 0.037307 384000 400
29 5.385165 0.027274 864000 400
30 5.477226 0.031269 576000 400
32 5.656854 0.023100 144000 400
33 5.744563 0.022670 576000 400
34 5.830952 0.018648 576000 400
35 5.916080 0.019997 576000 400
36 6.000000 0.021229 360000 400
37 6.082763 0.032884 288000 400
38 6.164414 0.021721 864000 400
40 6.324555 0.025087 288000 400
41 6.403124 0.020160 1152000 400
42 6.480741 0.013750 576000 400
43 6.557439 0.011807 288000 400
44 6.633250 0.019926 288000 400
45 6.708204 0.013696 864000 400
46 6.782330 0.015552 576000 400
48 6.928203 0.007143 96000 400
49 7.000000 0.013496 648000 400
50 7.071068 0.015867 1008000 400
51 7.141428 0.017667 576000 400
52 7.211103 0.011153 288000 400
53 7.280110 0.014638 864000 400
54 7.348469 0.014571 1152000 400
56 7.483315 0.006754 576000 400
57 7.549834 0.011433 576000 400
58 7.615773 0.016099 288000 400
59 7.681146 0.011663 864000 400
61 7.810250 0.005810 864000 400
62 7.874008 0.008100 1152000 400
64 8.000000 0.032246 72000 400
65 8.062258 0.012126 1152000 400
66 8.124038 0.012174 1152000 400
67 8.185353 0.008428 288000 400
68 8.246211 0.012403 576000 400
69 8.306624 0.013151 1152000 400
70 8.366600 0.004964 576000 400
72 8.485281 0.012310 432000 400
73 8.544004 0.010381 576000 400
74 8.602325 0.010068 1440000 400
75 8.660254 0.005861 672000 400
76 8.717798 0.002524 288000 400
77 8.774964 0.006953 1152000 400
78 8.831761 0.004069 576000 400
80 8.944272 0.014574 288000 400

Moves: 38000 CageStrain: 1.000000 T: 400 Landau: 0.004735
CageStrain: 1.000000 T: 912 DMAX: 12.753913 new_DMAX: 9.621746 variance: 8.004961 mean: 0.388976
CageStrain: 1.000000 T: 912 DMAX: 9.621746 new_DMAX: 9.621746 variance: 8.004961 mean: 0.388976
# r^2 r orientational_correlation[r^2] orientational_count[r^2] T
0 0.000000 1.000000 12000 912
1 1.000000 0.111328 72000 912
2 1.414214 0.023465 144000 912
3 1.732051 0.007966 96000 912
4 2.000000 0.017028 72000 912
5 2.236068 0.004860 288000 912
6 2.449490 0.000405 288000 912
8 2.828427 -0.000186 144000 912
9 3.000000 -0.000898 360000 912
10 3.162278 -0.001489 288000 912
11 3.316625 -0.001413 288000 912
12 3.464102 0.000142 96000 912
13 3.605551 0.001975 288000 912
14 3.741657 0.001775 576000 912
16 4.000000 0.000391 72000 912
17 4.123106 -0.000249 576000 912
18 4.242641 -0.001018 432000 912
19 4.358899 -0.000299 288000 912
