0 0 -1.709914
0 1 -1.137569
0 2 -0.293528
0 3 -0.630512
0 4 -0.814643
0 5 0.182784
0 6 0.059750
0 7 -0.829855
0 8 0.083023
0 9 -2.666842
0 10 -2.269403
0 11 -1.885775
0 12 0.080690
0 13 -0.143009
0 14 -0.391700
0 15 0.989905
0 16 1.115814
0 17 -0.110012
0 18 0.201471
0 19 -0.415832
0 20 -1.273620
0 21 -0.814469
0 22 -1.442485
0 23 -1.546122
0 24 0.107681
1 0 0.003631
1 1 0.238711
1 2 -0.320405
1 3 -0.443835
1 4 -0.162892
1 5 0.028670
1 6 0.448077
1 7 0.956489
1 8 1.581197
1 9 -0.207098
1 10 -0.293534
1 11 -2.183262
1 12 0.218455
1 13 -0.757362
1 14 -0.911602
1 15 0.849634
1 16 1.313475
1 17 1.169783
1 18 0.777399
1 19 0.942991
1 20 -0.455852
1 21 0.381908
1 22 -0.061224
1 23 -0.159241
1 24 1.438370
2 0 -1.139502
2 1 -0.962776
2 2 -1.576147
2 3 -0.691248
2 4 -0.302260
2 5 0.095380
2 6 0.183191
2 7 0.185687
2 8 1.563363
2 9 0.447195
2 10 -0.474425
2 11 -2.217520
2 12 -0.395911
2 13 -0.778741
2 14 -0.009345
2 15 -1.423586
2 16 -1.173483
2 17 0.071448
2 18 -1.119969
2 19 -1.005121
2 20 -0.345838
2 21 0.639795
2 22 -0.315805
2 23 -0.587338
2 24 0.233300
3 0 -0.099587
3 1 -0.060176
3 2 -1.718961
3 3 -0.799030
3 4 -0.255604
3 5 1.313682
3 6 0.628437
3 7 -0.498433
3 8 0.844575
3 9 -0.457811
3 10 -1.500085
3 11 -1.525739
3 12 2.387163
3 13 1.499006
3 14 1.262424
3 15 1.045390
3 16 0.938400
3 17 0.508413
3 18 -0.685368
3 19 -0.424618
3 20 0.040623
3 21 -0.978840
3 22 -1.864081
3 23 -0.416416
3 24 0.730387
4 0 -0.280497
4 1 0.399057
4 2 -0.705081
4 3 -0.078662
4 4 0.030570
4 5 -0.284933
4 6 -0.333543
4 7 0.276716
4 8 0.908137
4 9 0.733146
4 10 0.501116
4 11 -1.282729
4 12 1.989052
4 13 1.095130
4 14 0.818436
4 15 1.239175
4 16 0.308376
4 17 -0.139027
4 18 0.295610
4 19 0.685336
4 20 1.003271
4 21 0.552809
4 22 -0.008974
4 23 1.644899
4 24 1.296382
5 0 -0.683389
5 1 -0.071812
5 2 -0.535093
5 3 -0.527290
5 4 0.417110
5 5 -0.146232
5 6 0.020762
5 7 0.807815
5 8 0.704536
5 9 0.428790
5 10 -0.199780
5 11 -1.674098
5 12 1.921628
5 13 -0.344529
5 14 0.366748
5 15 0.007102
5 16 -0.877988
5 17 -1.594860
5 18 -1.238316
5 19 -1.601240
5 20 -0.567122
5 21 0.433241
5 22 0.350039
5 23 0.163753
5 24 -0.108336
6 0 -0.186920
6 1 0.719231
6 2 -0.146275
6 3 -0.213589
6 4 0.619627
6 5 0.435380
6 6 0.159869
6 7 -0.385096
6 8 -0.003841
6 9 0.692453
6 10 0.253251
6 11 -2.383015
6 12 0.820157
6 13 -1.565018
6 14 -0.676290
6 15 -0.158462
6 16 -0.858800
6 17 -0.748907
6 18 -0.921044
6 19 0.459164
6 20 1.003600
6 21 -0.000126
6 22 0.170162
6 23 -0.490119
6 24 -0.965992
7 0 -0.754672
7 1 0.241991
7 2 -0.384556
7 3 0.461784
7 4 -0.064591
7 5 0.014274
7 6 1.258439
7 7 1.231494
7 8 -0.467049
7 9 0.915008
7 10 1.630015
7 11 -0.886536
7 12 0.733759
7 13 -0.073335
7 14 1.085609
7 15 0.207574
7 16 -0.056210
7 17 0.174258
7 18 -0.429411
7 19 0.539968
7 20 0.873177
7 21 1.170650
7 22 0.937597
7 23 1.114580
7 24 0.279826
8 0 -0.587741
8 1 -0.934976
8 2 -1.915508
8 3 -0.863466
8 4 -0.621311
8 5 -0.946815
8 6 0.429874
8 7 -0.158430
8 8 -0.923823
8 9 0.203307
8 10 1.047205
8 11 0.231350
8 12 1.236589
8 13 -0.606915
8 14 0.595572
8 15 0.095654
8 16 0.273070
8 17 0.440342
8 18 -0.211925
8 19 -1.364516
8 20 -1.796302
8 21 -0.279286
8 22 -0.526101
8 23 -0.213586
8 24 0.322144
9 0 0.373657
9 1 -0.231791
9 2 -1.057505
9 3 0.073754
9 4 -0.361679
9 5 -1.298050
9 6 0.809625
9 7 0.754927
9 8 -1.319322
9 9 -0.309605
9 10 0.503466
9 11 0.227215
9 12 1.432337
9 13 -0.392491
9 14 0.994102
9 15 -0.622375
9 16 -0.762712
9 17 -0.276952
